date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:29:56	8753/8753	---M--	200	added ('OK')	image/png	date:Sun,%2007%20Oct%202018%2021:34:45%20GMT	http://jorgesanchez.net/manuales/html/css-formato-caja-lista-html-2016-web-resources/image/Imagen41048.png	D:/MIS%20WEBS%20DESCARGADAS/html/jorgesanchez.net/manuales/html/css-formato-caja-lista-html-2016-web-resources/image/Imagen41048.png	(from http://jorgesanchez.net/manuales/html/formato-caja-lista-css.html)
23:30:01	129776/129776	---M--	200	added ('OK')	image/png	date:Sun,%2007%20Oct%202018%2021:34:45%20GMT	http://jorgesanchez.net/manuales/html/css-formato-caja-lista-html-2016-web-resources/image/Imagen40467.png	D:/MIS%20WEBS%20DESCARGADAS/html/jorgesanchez.net/manuales/html/css-formato-caja-lista-html-2016-web-resources/image/Imagen40467.png	(from http://jorgesanchez.net/manuales/html/formato-caja-lista-css.html)
23:30:04	45981/45981	---M--	200	added ('OK')	image/png	date:Sun,%2007%20Oct%202018%2021:34:45%20GMT	http://jorgesanchez.net/manuales/html/css-formato-caja-lista-html-2016-web-resources/image/Imagen41057.png	D:/MIS%20WEBS%20DESCARGADAS/html/jorgesanchez.net/manuales/html/css-formato-caja-lista-html-2016-web-resources/image/Imagen41057.png	(from http://jorgesanchez.net/manuales/html/formato-caja-lista-css.html)
23:30:09	261014/261014	---M--	200	added ('OK')	image/png	date:Sun,%2007%20Oct%202018%2021:34:47%20GMT	http://jorgesanchez.net/manuales/html/css-formato-fuente-html-2016-web-resources/image/7.png	D:/MIS%20WEBS%20DESCARGADAS/html/jorgesanchez.net/manuales/html/css-formato-fuente-html-2016-web-resources/image/7.png	(from http://jorgesanchez.net/manuales/html/formato-fuente-parrafo.html)
23:30:11	12260/12260	---M--	200	added ('OK')	image/png	date:Sun,%2007%20Oct%202018%2021:34:46%20GMT	http://jorgesanchez.net/manuales/html/css-formato-caja-lista-html-2016-web-resources/image/Imagen41096.png	D:/MIS%20WEBS%20DESCARGADAS/html/jorgesanchez.net/manuales/html/css-formato-caja-lista-html-2016-web-resources/image/Imagen41096.png	(from http://jorgesanchez.net/manuales/html/formato-caja-lista-css.html)
23:30:12	44507/44507	---M--	200	added ('OK')	image/png	date:Sun,%2007%20Oct%202018%2021:34:46%20GMT	http://jorgesanchez.net/manuales/html/css-formato-caja-lista-html-2016-web-resources/image/Imagen41079.png	D:/MIS%20WEBS%20DESCARGADAS/html/jorgesanchez.net/manuales/html/css-formato-caja-lista-html-2016-web-resources/image/Imagen41079.png	(from http://jorgesanchez.net/manuales/html/formato-caja-lista-css.html)
23:30:15	89364/89364	---M--	200	added ('OK')	image/png	date:Sun,%2007%20Oct%202018%2021:34:45%20GMT	http://jorgesanchez.net/manuales/html/css-formato-caja-lista-html-2016-web-resources/image/Imagen41069.png	D:/MIS%20WEBS%20DESCARGADAS/html/jorgesanchez.net/manuales/html/css-formato-caja-lista-html-2016-web-resources/image/Imagen41069.png	(from http://jorgesanchez.net/manuales/html/formato-caja-lista-css.html)
23:30:16	7303/7303	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2021%20Oct%202018%2021:30:16%20GMT	http://jorgesanchez.net/manuales/html/css-formato-caja-lista-html-2016-web-resources/image/box-shadow.jpg	D:/MIS%20WEBS%20DESCARGADAS/html/jorgesanchez.net/manuales/html/css-formato-caja-lista-html-2016-web-resources/image/box-shadow.65.delayed	(from http://jorgesanchez.net/manuales/html/formato-caja-lista-css.html)
23:30:18	36439/36439	---M--	200	added ('OK')	image/png	date:Sun,%2007%20Oct%202018%2021:34:46%20GMT	http://jorgesanchez.net/manuales/html/css-formato-caja-lista-html-2016-web-resources/image/Imagen41104.png	D:/MIS%20WEBS%20DESCARGADAS/html/jorgesanchez.net/manuales/html/css-formato-caja-lista-html-2016-web-resources/image/Imagen41104.png	(from http://jorgesanchez.net/manuales/html/formato-caja-lista-css.html)
23:30:18	34892/34892	---M--	200	added ('OK')	image/png	date:Sun,%2007%20Oct%202018%2021:34:46%20GMT	http://jorgesanchez.net/manuales/html/css-formato-caja-lista-html-2016-web-resources/image/Imagen41112.png	D:/MIS%20WEBS%20DESCARGADAS/html/jorgesanchez.net/manuales/html/css-formato-caja-lista-html-2016-web-resources/image/Imagen41112.png	(from http://jorgesanchez.net/manuales/html/formato-caja-lista-css.html)
23:30:18	10799/10799	---M--	200	added ('OK')	image/png	date:Sun,%2007%20Oct%202018%2021:34:46%20GMT	http://jorgesanchez.net/manuales/html/css-formato-caja-lista-html-2016-web-resources/image/Imagen42085.png	D:/MIS%20WEBS%20DESCARGADAS/html/jorgesanchez.net/manuales/html/css-formato-caja-lista-html-2016-web-resources/image/Imagen42085.png	(from http://jorgesanchez.net/manuales/html/formato-caja-lista-css.html)
23:30:24	33623/33623	---M--	200	added ('OK')	image/png	date:Sun,%2007%20Oct%202018%2021:34:53%20GMT	http://jorgesanchez.net/manuales/html/elementos-estructurales-html5-web-resources/image/div.png	D:/MIS%20WEBS%20DESCARGADAS/html/jorgesanchez.net/manuales/html/elementos-estructurales-html5-web-resources/image/div.png	(from http://jorgesanchez.net/manuales/html/elementos-estructurales-html5.html)
23:30:25	47076/47076	---M--	200	added ('OK')	image/png	date:Sun,%2007%20Oct%202018%2021:34:46%20GMT	http://jorgesanchez.net/manuales/html/css-formato-caja-lista-html-2016-web-resources/image/Imagen42093.png	D:/MIS%20WEBS%20DESCARGADAS/html/jorgesanchez.net/manuales/html/css-formato-caja-lista-html-2016-web-resources/image/Imagen42093.png	(from http://jorgesanchez.net/manuales/html/formato-caja-lista-css.html)
23:30:26	44014/44014	---M--	200	added ('OK')	image/png	date:Sun,%2007%20Oct%202018%2021:34:53%20GMT	http://jorgesanchez.net/manuales/html/elementos-estructurales-html5-web-resources/image/1.png	D:/MIS%20WEBS%20DESCARGADAS/html/jorgesanchez.net/manuales/html/elementos-estructurales-html5-web-resources/image/1.png	(from http://jorgesanchez.net/manuales/html/elementos-estructurales-html5.html)
23:30:27	18745/18745	---M--	200	added ('OK')	image/png	date:Sun,%2007%20Oct%202018%2021:34:53%20GMT	http://jorgesanchez.net/manuales/html/elementos-estructurales-html5-web-resources/image/2.png	D:/MIS%20WEBS%20DESCARGADAS/html/jorgesanchez.net/manuales/html/elementos-estructurales-html5-web-resources/image/2.png	(from http://jorgesanchez.net/manuales/html/elementos-estructurales-html5.html)
23:30:28	17185/17185	---M--	200	added ('OK')	image/png	date:Sun,%2007%20Oct%202018%2021:34:53%20GMT	http://jorgesanchez.net/manuales/html/elementos-estructurales-html5-web-resources/image/3.png	D:/MIS%20WEBS%20DESCARGADAS/html/jorgesanchez.net/manuales/html/elementos-estructurales-html5-web-resources/image/3.png	(from http://jorgesanchez.net/manuales/html/elementos-estructurales-html5.html)
23:30:31	23519/23519	---M--	200	added ('OK')	image/png	date:Sun,%2007%20Oct%202018%2021:34:53%20GMT	http://jorgesanchez.net/manuales/html/elementos-estructurales-html5-web-resources/image/5.png	D:/MIS%20WEBS%20DESCARGADAS/html/jorgesanchez.net/manuales/html/elementos-estructurales-html5-web-resources/image/5.png	(from http://jorgesanchez.net/manuales/html/elementos-estructurales-html5.html)
